holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,date_time,traffic_volume
None,276.84,0.0,0.0,90,Clouds,overcast clouds,2013-04-10T02:00:00.000Z,227
None,276.62,0.0,0.0,90,Clouds,overcast clouds,2013-04-10T03:00:00.000Z,297
None,276.31,0.0,0.0,90,Clouds,overcast clouds,2013-04-10T04:00:00.000Z,752
None,276.19,0.0,0.0,90,Clouds,overcast clouds,2013-04-10T05:00:00.000Z,2568
None,275.96,0.0,0.0,90,Clouds,overcast clouds,2013-04-10T06:00:00.000Z,5543
None,275.68,0.0,0.0,90,Clouds,overcast clouds,2013-04-10T07:00:00.000Z,6812
None,275.35,0.0,0.0,90,Rain,light rain,2013-04-10T08:00:00.000Z,6125
None,275.03,0.0,0.0,90,Rain,light rain,2013-04-10T09:00:00.000Z,5171
None,274.62,0.0,0.0,90,Rain,light rain,2013-04-10T10:00:00.000Z,4366
None,274.62,0.0,0.0,90,Mist,mist,2013-04-10T10:00:00.000Z,4366
None,274.49,0.0,0.0,90,Clouds,overcast clouds,2013-04-10T11:00:00.000Z,4418
None,274.58,0.0,0.0,90,Rain,light rain,2013-04-10T12:00:00.000Z,4793
None,274.58,0.0,0.0,90,Snow,heavy snow,2013-04-10T12:00:00.000Z,4793
None,274.58,0.0,0.0,90,Mist,mist,2013-04-10T12:00:00.000Z,4793
None,274.58,0.0,0.0,90,Haze,haze,2013-04-10T12:00:00.000Z,4793
None,275.38,0.0,0.0,90,Rain,light rain,2013-04-10T13:00:00.000Z,4958
None,275.38,0.0,0.0,90,Snow,heavy snow,2013-04-10T13:00:00.000Z,4958
None,276.36,0.0,0.0,90,Rain,light rain,2013-04-10T14:00:00.000Z,5207
None,277.55,0.0,0.0,75,Clouds,broken clouds,2013-04-10T15:00:00.000Z,5821
None,279.1,0.0,0.0,90,Clouds,overcast clouds,2013-04-10T16:00:00.000Z,6383
None,278.69,0.0,0.0,90,Clouds,overcast clouds,2013-04-10T17:00:00.000Z,6106
None,278.59,0.0,0.0,90,Clouds,overcast clouds,2013-04-10T18:00:00.000Z,4435
None,278.33,0.0,0.0,90,Clouds,overcast clouds,2013-04-10T19:00:00.000Z,3172
None,277.77,0.0,0.0,90,Clouds,overcast clouds,2013-04-10T20:00:00.000Z,2763
None,277.05,0.0,0.0,90,Clouds,overcast clouds,2013-04-10T21:00:00.000Z,2330
None,276.16,0.0,0.0,90,Rain,light rain,2013-04-10T22:00:00.000Z,1550
None,275.18,0.0,0.0,90,Snow,heavy snow,2013-04-10T23:00:00.000Z,1019
None,275.18,0.0,0.0,90,Rain,light rain,2013-04-10T23:00:00.000Z,1019
None,275.18,0.0,0.0,90,Mist,mist,2013-04-10T23:00:00.000Z,1019
None,274.06,0.0,0.0,90,Snow,heavy snow,2013-04-11T00:00:00.000Z,582
None,274.06,0.0,0.0,90,Mist,mist,2013-04-11T00:00:00.000Z,582
None,272.8,0.0,0.0,90,Snow,snow,2013-04-11T01:00:00.000Z,330
None,272.8,0.0,0.0,90,Fog,fog,2013-04-11T01:00:00.000Z,330
None,272.8,0.0,0.0,90,Snow,heavy snow,2013-04-11T01:00:00.000Z,330
None,272.8,0.0,0.0,90,Mist,mist,2013-04-11T01:00:00.000Z,330
None,272.8,0.0,0.0,90,Thunderstorm,proximity thunderstorm,2013-04-11T01:00:00.000Z,330
None,272.52,0.0,0.0,90,Snow,heavy snow,2013-04-11T02:00:00.000Z,238
None,272.52,0.0,0.0,90,Mist,mist,2013-04-11T02:00:00.000Z,238
None,272.29,0.0,0.0,90,Clouds,overcast clouds,2013-04-11T03:00:00.000Z,331
None,272.68,0.0,0.0,90,Clouds,overcast clouds,2013-04-11T04:00:00.000Z,773
None,272.3,0.0,0.0,90,Clouds,overcast clouds,2013-04-11T05:00:00.000Z,2628
None,272.37,0.0,0.0,90,Clouds,overcast clouds,2013-04-11T06:00:00.000Z,3973
None,272.61,0.0,0.0,90,Clouds,overcast clouds,2013-04-11T07:00:00.000Z,3078
None,273.08,0.0,0.0,90,Clouds,overcast clouds,2013-04-11T08:00:00.000Z,3069
None,273.64,0.0,0.0,90,Clouds,overcast clouds,2013-04-11T09:00:00.000Z,4018
None,274.2,0.0,0.0,90,Clouds,overcast clouds,2013-04-11T10:00:00.000Z,3191
None,274.53,0.0,0.0,90,Clouds,overcast clouds,2013-04-11T11:00:00.000Z,3246
None,275.27,0.0,0.0,90,Clouds,overcast clouds,2013-04-11T12:00:00.000Z,3714
None,275.66,0.0,0.0,100,Clouds,overcast clouds,2013-04-11T13:00:00.000Z,3827
None,275.89,0.0,0.0,90,Clouds,overcast clouds,2013-04-11T14:00:00.000Z,4562
None,276.25,0.0,0.0,90,Haze,haze,2013-04-11T15:00:00.000Z,4797
None,276.18,0.0,0.0,90,Clouds,overcast clouds,2013-04-11T16:00:00.000Z,5668
None,276.29,0.0,0.0,90,Haze,haze,2013-04-11T17:00:00.000Z,5029
None,276.2,0.0,0.0,90,Rain,light rain,2013-04-11T18:00:00.000Z,3803
None,276.2,0.0,0.0,90,Snow,heavy snow,2013-04-11T18:00:00.000Z,3803
None,275.87,0.0,0.0,90,Snow,heavy snow,2013-04-11T19:00:00.000Z,2777
None,275.62,0.0,0.0,90,Snow,heavy snow,2013-04-11T20:00:00.000Z,2452
None,275.65,0.0,0.0,90,Clouds,overcast clouds,2013-04-11T21:00:00.000Z,4070
None,275.85,0.0,0.0,90,Clouds,overcast clouds,2013-04-11T22:00:00.000Z,2697
None,275.31,0.0,0.0,90,Rain,light rain,2013-04-11T23:00:00.000Z,1306
None,275.31,0.0,0.0,90,Snow,heavy snow,2013-04-11T23:00:00.000Z,1306
None,275.12,0.0,0.0,90,Snow,heavy snow,2013-04-12T00:00:00.000Z,661
None,275.12,0.0,0.0,90,Rain,light rain,2013-04-12T00:00:00.000Z,661
None,274.93,0.0,0.0,90,Snow,heavy snow,2013-04-12T01:00:00.000Z,380
None,275.0,0.0,0.0,90,Drizzle,light intensity drizzle,2013-04-12T02:00:00.000Z,309
None,274.93,0.0,0.0,90,Rain,light rain,2013-04-12T03:00:00.000Z,344
None,274.5,0.0,0.0,90,Snow,heavy snow,2013-04-12T04:00:00.000Z,713
None,273.65,0.0,0.0,90,Snow,heavy snow,2013-04-12T05:00:00.000Z,2407
None,273.65,0.0,0.0,90,Snow,snow,2013-04-12T05:00:00.000Z,2407
None,273.09,0.0,0.0,90,Snow,heavy snow,2013-04-12T06:00:00.000Z,5001
None,273.09,0.0,0.0,90,Mist,mist,2013-04-12T06:00:00.000Z,5001
None,273.09,0.0,0.0,90,Snow,snow,2013-04-12T06:00:00.000Z,5001
None,272.6,0.0,0.0,90,Snow,snow,2013-04-12T07:00:00.000Z,5652
None,272.6,0.0,0.0,90,Fog,fog,2013-04-12T07:00:00.000Z,5652
None,272.6,0.0,0.0,90,Snow,heavy snow,2013-04-12T07:00:00.000Z,5652
None,272.6,0.0,0.0,90,Mist,mist,2013-04-12T07:00:00.000Z,5652
None,272.15,0.0,0.0,90,Snow,snow,2013-04-12T08:00:00.000Z,6036
None,272.15,0.0,0.0,90,Fog,fog,2013-04-12T08:00:00.000Z,6036
None,272.08,0.0,0.0,90,Snow,heavy snow,2013-04-12T09:00:00.000Z,5197
None,272.08,0.0,0.0,90,Mist,mist,2013-04-12T09:00:00.000Z,5197
None,272.08,0.0,0.0,90,Fog,fog,2013-04-12T09:00:00.000Z,5197
None,272.08,0.0,0.0,90,Snow,snow,2013-04-12T09:00:00.000Z,5197
None,272.75,0.0,0.0,90,Snow,heavy snow,2013-04-12T10:00:00.000Z,4513
None,272.75,0.0,0.0,90,Mist,mist,2013-04-12T10:00:00.000Z,4513
None,272.75,0.0,0.0,90,Snow,snow,2013-04-12T10:00:00.000Z,4513
None,273.39,0.0,0.0,90,Snow,heavy snow,2013-04-12T11:00:00.000Z,5071
None,273.39,0.0,0.0,90,Mist,mist,2013-04-12T11:00:00.000Z,5071
None,273.9,0.0,0.0,90,Snow,heavy snow,2013-04-12T12:00:00.000Z,5393
None,273.9,0.0,0.0,90,Mist,mist,2013-04-12T12:00:00.000Z,5393
None,273.9,0.0,0.0,90,Haze,haze,2013-04-12T12:00:00.000Z,5393
None,274.21,0.0,0.0,90,Snow,heavy snow,2013-04-12T13:00:00.000Z,5446
None,274.21,0.0,0.0,90,Mist,mist,2013-04-12T13:00:00.000Z,5446
None,274.21,0.0,0.0,90,Haze,haze,2013-04-12T13:00:00.000Z,5446
None,274.43,0.0,0.0,90,Haze,haze,2013-04-12T14:00:00.000Z,5649
None,274.64,0.0,0.0,90,Clouds,overcast clouds,2013-04-12T15:00:00.000Z,6255
None,274.65,0.0,0.0,90,Rain,light rain,2013-04-12T16:00:00.000Z,6595
None,274.65,0.0,0.0,90,Mist,mist,2013-04-12T16:00:00.000Z,6595
None,274.65,0.0,0.0,90,Drizzle,light intensity drizzle,2013-04-12T16:00:00.000Z,6595
None,274.65,0.0,0.0,90,Haze,haze,2013-04-12T16:00:00.000Z,6595
None,274.26,0.0,0.0,90,Mist,mist,2013-04-12T17:00:00.000Z,5988
None,274.26,0.0,0.0,90,Rain,light rain,2013-04-12T17:00:00.000Z,5988
None,274.07,0.0,0.0,90,Mist,mist,2013-04-12T18:00:00.000Z,4956
None,274.07,0.0,0.0,90,Snow,heavy snow,2013-04-12T18:00:00.000Z,4956
None,273.79,0.0,0.0,90,Rain,light rain,2013-04-12T19:00:00.000Z,3716
None,273.79,0.0,0.0,90,Mist,mist,2013-04-12T19:00:00.000Z,3716
None,273.58,0.0,0.0,90,Snow,heavy snow,2013-04-12T20:00:00.000Z,3085
None,273.58,0.0,0.0,90,Mist,mist,2013-04-12T20:00:00.000Z,3085
None,273.24,0.0,0.0,90,Snow,heavy snow,2013-04-12T21:00:00.000Z,2866
None,273.24,0.0,0.0,90,Mist,mist,2013-04-12T21:00:00.000Z,2866
None,272.9,0.0,0.0,90,Snow,heavy snow,2013-04-12T22:00:00.000Z,2774
None,272.9,0.0,0.0,90,Mist,mist,2013-04-12T22:00:00.000Z,2774
None,272.62,0.0,0.0,90,Snow,heavy snow,2013-04-12T23:00:00.000Z,1695
None,272.62,0.0,0.0,90,Mist,mist,2013-04-12T23:00:00.000Z,1695
None,272.26,0.0,0.0,90,Snow,heavy snow,2013-04-13T00:00:00.000Z,1128
None,272.26,0.0,0.0,90,Mist,mist,2013-04-13T00:00:00.000Z,1128
None,272.26,0.0,0.0,90,Snow,snow,2013-04-13T00:00:00.000Z,1128
None,271.88,0.0,0.0,90,Snow,heavy snow,2013-04-13T01:00:00.000Z,707
None,271.88,0.0,0.0,90,Mist,mist,2013-04-13T01:00:00.000Z,707
None,271.57,0.0,0.0,90,Snow,heavy snow,2013-04-13T02:00:00.000Z,551
None,271.57,0.0,0.0,90,Mist,mist,2013-04-13T02:00:00.000Z,551
None,271.45,0.0,0.0,90,Snow,heavy snow,2013-04-13T03:00:00.000Z,351
None,271.45,0.0,0.0,90,Mist,mist,2013-04-13T03:00:00.000Z,351
None,271.45,0.0,0.0,90,Snow,snow,2013-04-13T03:00:00.000Z,351
None,271.13,0.0,0.0,90,Snow,heavy snow,2013-04-13T04:00:00.000Z,366
None,271.13,0.0,0.0,90,Mist,mist,2013-04-13T04:00:00.000Z,366
None,271.13,0.0,0.0,90,Snow,snow,2013-04-13T04:00:00.000Z,366
None,270.85,0.0,0.0,90,Snow,heavy snow,2013-04-13T05:00:00.000Z,701
None,270.85,0.0,0.0,90,Mist,mist,2013-04-13T05:00:00.000Z,701
None,270.79,0.0,0.0,90,Snow,heavy snow,2013-04-13T06:00:00.000Z,1402
None,270.79,0.0,0.0,90,Mist,mist,2013-04-13T06:00:00.000Z,1402
None,270.77,0.0,0.0,90,Snow,heavy snow,2013-04-13T07:00:00.000Z,2163
None,270.77,0.0,0.0,90,Mist,mist,2013-04-13T07:00:00.000Z,2163
None,271.24,0.0,0.0,90,Snow,heavy snow,2013-04-13T08:00:00.000Z,2943
None,271.24,0.0,0.0,90,Mist,mist,2013-04-13T08:00:00.000Z,2943
None,271.76,0.0,0.0,90,Snow,heavy snow,2013-04-13T09:00:00.000Z,3766
None,271.76,0.0,0.0,90,Mist,mist,2013-04-13T09:00:00.000Z,3766
None,272.47,0.0,0.0,90,Clouds,overcast clouds,2013-04-13T10:00:00.000Z,4049
None,272.88,0.0,0.0,90,Snow,heavy snow,2013-04-13T11:00:00.000Z,4668
None,272.88,0.0,0.0,90,Mist,mist,2013-04-13T11:00:00.000Z,4668
None,273.42,0.0,0.0,90,Haze,haze,2013-04-13T12:00:00.000Z,5311
None,273.8,0.0,0.0,90,Clouds,overcast clouds,2013-04-13T13:00:00.000Z,5226
None,274.63,0.0,0.0,90,Clouds,overcast clouds,2013-04-13T14:00:00.000Z,5173
None,274.82,0.0,0.0,90,Snow,heavy snow,2013-04-13T15:00:00.000Z,4823
None,274.86,0.0,0.0,90,Snow,heavy snow,2013-04-13T16:00:00.000Z,4759
None,274.84,0.0,0.0,90,Snow,heavy snow,2013-04-13T17:00:00.000Z,4718
None,274.51,0.0,0.0,90,Snow,heavy snow,2013-04-13T18:00:00.000Z,4385
None,273.98,0.0,0.0,90,Snow,heavy snow,2013-04-13T19:00:00.000Z,3319
None,273.98,0.0,0.0,90,Mist,mist,2013-04-13T19:00:00.000Z,3319
None,273.33,0.0,0.0,90,Snow,heavy snow,2013-04-13T20:00:00.000Z,2881
None,273.33,0.0,0.0,90,Mist,mist,2013-04-13T20:00:00.000Z,2881
None,272.86,0.0,0.0,90,Snow,heavy snow,2013-04-13T21:00:00.000Z,2999
None,272.53,0.0,0.0,90,Snow,heavy snow,2013-04-13T22:00:00.000Z,4816
None,272.28,0.0,0.0,90,Snow,heavy snow,2013-04-13T23:00:00.000Z,2254
None,271.91,0.0,0.0,90,Snow,heavy snow,2013-04-14T00:00:00.000Z,1329
None,271.75,0.0,0.0,90,Snow,heavy snow,2013-04-14T01:00:00.000Z,860
None,271.63,0.0,0.0,90,Snow,heavy snow,2013-04-14T02:00:00.000Z,690
None,271.63,0.0,0.0,90,Mist,mist,2013-04-14T02:00:00.000Z,690
None,271.32,0.0,0.0,90,Snow,heavy snow,2013-04-14T03:00:00.000Z,350
None,271.32,0.0,0.0,90,Mist,mist,2013-04-14T03:00:00.000Z,350
None,271.21,0.0,0.0,90,Snow,heavy snow,2013-04-14T04:00:00.000Z,253
None,271.21,0.0,0.0,90,Mist,mist,2013-04-14T04:00:00.000Z,253
None,271.15,0.0,0.0,90,Mist,mist,2013-04-14T05:00:00.000Z,459
None,271.15,0.0,0.0,90,Snow,heavy snow,2013-04-14T05:00:00.000Z,459
None,271.26,0.0,0.0,90,Mist,mist,2013-04-14T06:00:00.000Z,730
None,271.26,0.0,0.0,90,Snow,heavy snow,2013-04-14T06:00:00.000Z,730
None,271.22,0.0,0.0,90,Snow,heavy snow,2013-04-14T07:00:00.000Z,982
None,271.22,0.0,0.0,90,Mist,mist,2013-04-14T07:00:00.000Z,982
None,271.56,0.0,0.0,90,Mist,mist,2013-04-14T08:00:00.000Z,1569
None,271.94,0.0,0.0,90,Clouds,overcast clouds,2013-04-14T09:00:00.000Z,2347
None,272.63,0.0,0.0,90,Clouds,overcast clouds,2013-04-14T10:00:00.000Z,2984
None,273.35,0.0,0.0,90,Snow,heavy snow,2013-04-14T11:00:00.000Z,3303
None,274.03,0.0,0.0,90,Snow,heavy snow,2013-04-14T12:00:00.000Z,3655
None,274.52,0.0,0.0,90,Clouds,overcast clouds,2013-04-14T13:00:00.000Z,3681
None,274.62,0.0,0.0,90,Clouds,overcast clouds,2013-04-14T14:00:00.000Z,3697
None,274.83,0.0,0.0,90,Clouds,overcast clouds,2013-04-14T15:00:00.000Z,3861
None,275.1,0.0,0.0,90,Clouds,overcast clouds,2013-04-14T16:00:00.000Z,3946
None,275.06,0.0,0.0,90,Clouds,overcast clouds,2013-04-14T17:00:00.000Z,3726
None,275.05,0.0,0.0,90,Clouds,overcast clouds,2013-04-14T18:00:00.000Z,3205
None,274.79,0.0,0.0,90,Clouds,overcast clouds,2013-04-14T19:00:00.000Z,2551
None,274.37,0.0,0.0,90,Clouds,overcast clouds,2013-04-14T20:00:00.000Z,2179
None,273.69,0.0,0.0,90,Clouds,overcast clouds,2013-04-14T21:00:00.000Z,1950
None,272.95,0.0,0.0,1,Clear,sky is clear,2013-04-14T22:00:00.000Z,1418
None,272.09,0.0,0.0,1,Clear,sky is clear,2013-04-14T23:00:00.000Z,907
None,271.71,0.0,0.0,1,Clear,sky is clear,2013-04-15T00:00:00.000Z,514
None,271.7,0.0,0.0,1,Clear,sky is clear,2013-04-15T01:00:00.000Z,267
None,272.29,0.0,0.0,90,Clouds,overcast clouds,2013-04-15T02:00:00.000Z,233
None,272.52,0.0,0.0,75,Clouds,broken clouds,2013-04-15T03:00:00.000Z,288
None,272.58,0.0,0.0,90,Clouds,overcast clouds,2013-04-15T04:00:00.000Z,735
None,272.61,0.0,0.0,90,Snow,heavy snow,2013-04-15T05:00:00.000Z,2541
None,272.19,0.0,0.0,90,Snow,heavy snow,2013-04-15T06:00:00.000Z,5806
None,271.81,0.0,0.0,90,Snow,heavy snow,2013-04-15T07:00:00.000Z,7082
None,271.91,0.0,0.0,90,Snow,heavy snow,2013-04-15T08:00:00.000Z,6126
None,272.38,0.0,0.0,90,Snow,heavy snow,2013-04-15T09:00:00.000Z,4916
None,272.66,0.0,0.0,90,Snow,heavy snow,2013-04-15T10:00:00.000Z,4386
None,272.93,0.0,0.0,90,Snow,heavy snow,2013-04-15T11:00:00.000Z,4552
None,273.21,0.0,0.0,90,Snow,heavy snow,2013-04-15T12:00:00.000Z,4755
None,273.25,0.0,0.0,90,Rain,light rain,2013-04-15T13:00:00.000Z,4880
None,273.25,0.0,0.0,90,Mist,mist,2013-04-15T13:00:00.000Z,4880
None,273.25,0.0,0.0,90,Snow,heavy snow,2013-04-15T13:00:00.000Z,4880
None,273.36,0.0,0.0,90,Mist,mist,2013-04-15T14:00:00.000Z,5222
None,273.36,0.0,0.0,90,Rain,light rain,2013-04-15T14:00:00.000Z,5222
None,273.36,0.0,0.0,90,Snow,heavy snow,2013-04-15T14:00:00.000Z,5222
None,273.36,0.0,0.0,90,Rain,light rain,2013-04-15T15:00:00.000Z,5809
None,273.36,0.0,0.0,90,Mist,mist,2013-04-15T15:00:00.000Z,5809
None,273.36,0.0,0.0,90,Snow,heavy snow,2013-04-15T15:00:00.000Z,5809
None,273.37,0.0,0.0,90,Rain,light rain,2013-04-15T16:00:00.000Z,6683
None,273.37,0.0,0.0,90,Mist,mist,2013-04-15T16:00:00.000Z,6683
None,273.37,0.0,0.0,90,Snow,heavy snow,2013-04-15T16:00:00.000Z,6683
None,273.53,0.0,0.0,90,Rain,light rain,2013-04-15T17:00:00.000Z,6400
None,273.53,0.0,0.0,90,Mist,mist,2013-04-15T17:00:00.000Z,6400
None,273.62,0.0,0.0,90,Rain,light rain,2013-04-15T18:00:00.000Z,4630
None,273.62,0.0,0.0,90,Mist,mist,2013-04-15T18:00:00.000Z,4630
None,273.73,0.0,0.0,90,Rain,light rain,2013-04-15T19:00:00.000Z,3096
None,273.73,0.0,0.0,90,Mist,mist,2013-04-15T19:00:00.000Z,3096
None,273.73,0.0,0.0,90,Snow,heavy snow,2013-04-15T19:00:00.000Z,3096
None,273.81,0.0,0.0,90,Snow,heavy snow,2013-04-15T20:00:00.000Z,2727
None,274.07,0.0,0.0,90,Snow,snow,2013-04-15T21:00:00.000Z,2498
None,274.4,0.0,0.0,90,Drizzle,drizzle,2013-04-15T22:00:00.000Z,1530
None,274.69,0.0,0.0,90,Rain,light rain,2013-04-15T23:00:00.000Z,1007
None,274.69,0.0,0.0,90,Mist,mist,2013-04-15T23:00:00.000Z,1007
None,275.2,0.0,0.0,40,Mist,mist,2013-04-16T00:00:00.000Z,535
None,275.12,0.0,0.0,75,Mist,mist,2013-04-16T01:00:00.000Z,319
None,274.92,0.0,0.0,1,Clear,sky is clear,2013-04-16T02:00:00.000Z,234
None,274.66,0.0,0.0,1,Clear,sky is clear,2013-04-16T03:00:00.000Z,303
None,274.44,0.0,0.0,75,Clouds,broken clouds,2013-04-16T04:00:00.000Z,748
None,274.02,0.0,0.0,40,Clouds,scattered clouds,2013-04-16T05:00:00.000Z,2705
None,273.53,0.0,0.0,75,Clouds,broken clouds,2013-04-16T06:00:00.000Z,5994
None,273.34,0.0,0.0,90,Clouds,overcast clouds,2013-04-16T07:00:00.000Z,7016
None,273.43,0.0,0.0,90,Clouds,overcast clouds,2013-04-16T08:00:00.000Z,6373
None,273.76,0.0,0.0,90,Clouds,overcast clouds,2013-04-16T09:00:00.000Z,5046
None,274.4,0.0,0.0,90,Clouds,overcast clouds,2013-04-16T10:00:00.000Z,4558
None,274.97,0.0,0.0,90,Clouds,overcast clouds,2013-04-16T11:00:00.000Z,4764
None,275.46,0.0,0.0,90,Clouds,overcast clouds,2013-04-16T12:00:00.000Z,4876
None,275.85,0.0,0.0,90,Clouds,overcast clouds,2013-04-16T13:00:00.000Z,5004
None,276.4,0.0,0.0,90,Clouds,overcast clouds,2013-04-16T14:00:00.000Z,5248
None,276.61,0.0,0.0,90,Clouds,overcast clouds,2013-04-16T15:00:00.000Z,5958
None,276.72,0.0,0.0,90,Clouds,overcast clouds,2013-04-16T16:00:00.000Z,6713
None,276.78,0.0,0.0,90,Clouds,overcast clouds,2013-04-16T17:00:00.000Z,6407
None,276.49,0.0,0.0,90,Clouds,overcast clouds,2013-04-16T18:00:00.000Z,4860
None,276.34,0.0,0.0,90,Clouds,overcast clouds,2013-04-16T19:00:00.000Z,3149
None,275.92,0.0,0.0,90,Clouds,overcast clouds,2013-04-16T20:00:00.000Z,2964
None,275.34,0.0,0.0,75,Clouds,broken clouds,2013-04-16T21:00:00.000Z,2473
None,275.15,0.0,0.0,1,Clear,sky is clear,2013-04-16T22:00:00.000Z,2142
None,274.92,0.0,0.0,40,Clouds,scattered clouds,2013-04-16T23:00:00.000Z,1108
None,274.59,0.0,0.0,75,Clouds,broken clouds,2013-04-17T00:00:00.000Z,549
None,274.65,0.0,0.0,75,Clouds,broken clouds,2013-04-17T01:00:00.000Z,343
None,274.51,0.0,0.0,90,Clouds,overcast clouds,2013-04-17T02:00:00.000Z,239
None,274.37,0.0,0.0,90,Clouds,overcast clouds,2013-04-17T03:00:00.000Z,356
None,274.19,0.0,0.0,90,Clouds,overcast clouds,2013-04-17T04:00:00.000Z,764
None,273.76,0.0,0.0,90,Clouds,overcast clouds,2013-04-17T05:00:00.000Z,2610
None,273.76,0.0,0.0,90,Clouds,overcast clouds,2013-04-17T06:00:00.000Z,5883
None,273.76,0.0,0.0,90,Clouds,overcast clouds,2013-04-17T07:00:00.000Z,7039
None,273.86,0.0,0.0,90,Clouds,overcast clouds,2013-04-17T08:00:00.000Z,6303
None,274.34,0.0,0.0,90,Clouds,overcast clouds,2013-04-17T10:00:00.000Z,4595
None,275.04,0.0,0.0,90,Clouds,overcast clouds,2013-04-17T11:00:00.000Z,4880
None,275.89,0.0,0.0,75,Clouds,broken clouds,2013-04-17T12:00:00.000Z,5047
None,277.16,0.0,0.0,40,Clouds,scattered clouds,2013-04-17T13:00:00.000Z,4866
None,277.82,0.0,0.0,40,Clouds,scattered clouds,2013-04-17T14:00:00.000Z,5425
None,278.84,0.0,0.0,20,Clouds,few clouds,2013-04-17T15:00:00.000Z,5982
None,279.33,0.0,0.0,20,Clouds,few clouds,2013-04-17T16:00:00.000Z,6736
None,279.62,0.0,0.0,40,Clouds,scattered clouds,2013-04-17T17:00:00.000Z,6525
None,279.56,0.0,0.0,40,Clouds,scattered clouds,2013-04-17T18:00:00.000Z,4542
None,278.92,0.0,0.0,75,Clouds,broken clouds,2013-04-17T19:00:00.000Z,3209
None,278.39,0.0,0.0,1,Clear,sky is clear,2013-04-17T20:00:00.000Z,2813
None,276.63,0.0,0.0,75,Clouds,broken clouds,2013-04-17T21:00:00.000Z,2511
None,276.43,0.0,0.0,75,Clouds,broken clouds,2013-04-17T22:00:00.000Z,2003
None,275.46,0.0,0.0,75,Clouds,broken clouds,2013-04-17T23:00:00.000Z,1022
None,275.11,0.0,0.0,75,Clouds,broken clouds,2013-04-18T00:00:00.000Z,590
None,274.98,0.0,0.0,1,Clear,sky is clear,2013-04-18T01:00:00.000Z,321
None,274.43,0.0,0.0,75,Clouds,broken clouds,2013-04-18T02:00:00.000Z,264
None,274.51,0.0,0.0,75,Clouds,broken clouds,2013-04-18T03:00:00.000Z,303
None,274.79,0.0,0.0,75,Clouds,broken clouds,2013-04-18T04:00:00.000Z,764
None,275.16,0.0,0.0,90,Clouds,overcast clouds,2013-04-18T05:00:00.000Z,2683
None,275.15,0.0,0.0,40,Clouds,scattered clouds,2013-04-18T06:00:00.000Z,5729
None,275.07,0.0,0.0,90,Clouds,overcast clouds,2013-04-18T07:00:00.000Z,7150
None,275.54,0.0,0.0,90,Clouds,overcast clouds,2013-04-18T08:00:00.000Z,5994
None,275.78,0.0,0.0,90,Clouds,overcast clouds,2013-04-18T09:00:00.000Z,5210
None,275.83,0.0,0.0,90,Clouds,overcast clouds,2013-04-18T10:00:00.000Z,4497
None,276.15,0.0,0.0,90,Clouds,overcast clouds,2013-04-18T11:00:00.000Z,4620
None,276.3,0.0,0.0,90,Clouds,overcast clouds,2013-04-18T12:00:00.000Z,4415
None,276.43,0.0,0.0,90,Clouds,overcast clouds,2013-04-18T13:00:00.000Z,4472
None,277.1,0.0,0.0,90,Clouds,overcast clouds,2013-04-18T14:00:00.000Z,4501
None,277.45,0.0,0.0,90,Clouds,overcast clouds,2013-04-18T15:00:00.000Z,4192
None,277.56,0.0,0.0,90,Clouds,overcast clouds,2013-04-18T16:00:00.000Z,3796
None,277.26,0.0,0.0,90,Clouds,overcast clouds,2013-04-18T17:00:00.000Z,3618
None,276.64,0.0,0.0,90,Rain,light rain,2013-04-18T18:00:00.000Z,2812
None,276.64,0.0,0.0,90,Mist,mist,2013-04-18T18:00:00.000Z,2812
None,276.64,0.0,0.0,90,Drizzle,light intensity drizzle,2013-04-18T18:00:00.000Z,2812
None,276.24,0.0,0.0,90,Rain,light rain,2013-04-18T19:00:00.000Z,2190
None,276.24,0.0,0.0,90,Mist,mist,2013-04-18T19:00:00.000Z,2190
None,276.24,0.0,0.0,90,Drizzle,drizzle,2013-04-18T19:00:00.000Z,2190
None,275.69,0.0,0.0,90,Rain,light rain,2013-04-18T20:00:00.000Z,1809
None,275.69,0.0,0.0,90,Mist,mist,2013-04-18T20:00:00.000Z,1809
None,275.69,0.0,0.0,90,Drizzle,light intensity drizzle,2013-04-18T20:00:00.000Z,1809
None,275.33,0.0,0.0,90,Rain,light rain,2013-04-18T21:00:00.000Z,1577
None,275.33,0.0,0.0,90,Mist,mist,2013-04-18T21:00:00.000Z,1577
None,275.33,0.0,0.0,90,Rain,moderate rain,2013-04-18T21:00:00.000Z,1577
None,275.33,0.0,0.0,90,Snow,heavy snow,2013-04-18T21:00:00.000Z,1577
None,274.79,0.0,0.0,90,Mist,mist,2013-04-18T22:00:00.000Z,1532
None,274.79,0.0,0.0,90,Drizzle,light intensity drizzle,2013-04-18T22:00:00.000Z,1532
None,274.79,0.0,0.0,90,Rain,light rain,2013-04-18T22:00:00.000Z,1532
None,274.79,0.0,0.0,90,Rain,moderate rain,2013-04-18T22:00:00.000Z,1532
None,274.79,0.0,0.0,90,Snow,heavy snow,2013-04-18T22:00:00.000Z,1532
None,274.79,0.0,0.0,90,Snow,snow,2013-04-18T22:00:00.000Z,1532
None,274.65,0.0,0.0,90,Rain,moderate rain,2013-04-18T23:00:00.000Z,889
None,274.65,0.0,0.0,90,Mist,mist,2013-04-18T23:00:00.000Z,889
